,level_0,index,time,Slope,PID,condition,method,ss,Target
6268,1518,3068,232,-0.08033473601706784,15,2,Observed,2,target
6269,1519,3069,256,-0.20265619435571924,15,2,Observed,2,target
6270,1520,3070,280,-0.1612417715494254,15,2,Observed,2,target
6271,1521,3071,304,-0.15252649829151324,15,2,Observed,2,target
6272,1522,3072,328,-0.328456686883341,15,2,Observed,2,target
6273,1523,3073,352,-0.35371807526346105,15,2,Observed,2,target
6274,1524,3074,376,-0.28687024380779363,15,2,Observed,2,target
6275,1525,3075,400,-0.19489104628903664,15,2,Observed,2,target
6276,1526,3076,424,-0.09871973083878698,15,2,Observed,2,target
6277,1527,3077,448,-0.027014533857032005,15,2,Observed,2,target
6278,1528,3078,472,-0.004038415799504618,15,2,Observed,2,target
6279,1529,3079,496,-0.025153851966257967,15,2,Observed,2,target
6280,1530,3080,520,-0.06518272790305696,15,2,Observed,2,target
6281,1531,3081,544,-0.015794366058348896,15,2,Observed,2,target
6282,1532,3082,568,0.12314138096011223,15,2,Observed,2,target
6283,1533,3083,592,0.19410285453255258,15,2,Observed,2,target
6284,1534,3084,616,0.16516930817717168,15,2,Observed,2,target
6285,1535,3085,640,0.0908113222046326,15,2,Observed,2,target
6286,1536,3086,664,0.03193220116222791,15,2,Observed,2,target
6287,1537,3087,688,0.00652455452297526,15,2,Observed,2,target
6288,1538,3088,712,-0.0005806350291599066,15,2,Observed,2,target
6289,1539,3089,736,0.019318519424559873,15,2,Observed,2,target
6290,1540,3090,760,0.012438151534273365,15,2,Observed,2,target
6291,1541,3091,784,-0.05426517052157276,15,2,Observed,2,target
6292,1542,3092,808,-0.14267081868689532,15,2,Observed,2,target
6293,1543,3093,832,-0.1911203943349916,15,2,Observed,2,target
6294,1544,3094,856,-0.1132367988176753,15,2,Observed,2,target
6295,1545,3095,880,0.08116167792318192,15,2,Observed,2,target
6296,1546,3096,904,0.22816543702734562,15,2,Observed,2,target
6297,1547,3097,928,0.2653209305299196,15,2,Observed,2,target
6298,1548,3098,952,0.24222483780287066,15,2,Observed,2,target
6299,1549,3099,976,0.20683767883744408,15,2,Observed,2,target
6300,1600,3250,-200,0.08241900968957563,16,2,Observed,2,target
6301,1601,3251,-176,0.09715959701166027,16,2,Observed,2,target
6302,1602,3252,-152,0.049849120801312985,16,2,Observed,2,target
6303,1603,3253,-128,-0.05302141920795125,16,2,Observed,2,target
6304,1604,3254,-104,-0.15872986587187032,16,2,Observed,2,target
6305,1605,3255,-80,-0.24037044596731247,16,2,Observed,2,target
6306,1606,3256,-56,-0.29476503972597207,16,2,Observed,2,target
6307,1607,3257,-32,-0.2994732380171827,16,2,Observed,2,target
6308,1608,3258,-8,-0.23719159902491663,16,2,Observed,2,target
6309,1609,3259,16,-0.14450229852376598,16,2,Observed,2,target
6310,1610,3260,40,-0.09992262315923199,16,2,Observed,2,target
6311,1611,3261,64,-0.10150388403160628,16,2,Observed,2,target
6312,1612,3262,88,-0.08717206529062288,16,2,Observed,2,target
6313,1613,3263,112,-0.04820293683665355,16,2,Observed,2,target
6314,1614,3264,136,-0.14036909171344472,16,2,Observed,2,target
6315,1615,3265,160,-0.288367350248382,16,2,Observed,2,target
6316,1616,3266,184,-0.3695927792402633,16,2,Observed,2,target
6317,1617,3267,208,-0.4176471642356196,16,2,Observed,2,target
6318,1618,3268,232,-0.4430598030711654,16,2,Observed,2,target
6319,1619,3269,256,-0.4437333375906453,16,2,Observed,2,target
6320,1620,3270,280,-0.4316011367432499,16,2,Observed,2,target
6321,1621,3271,304,-0.41137230413610787,16,2,Observed,2,target
6322,1622,3272,328,-0.37436886222364335,16,2,Observed,2,target
6323,1623,3273,352,-0.32551008759533906,16,2,Observed,2,target
6324,1624,3274,376,-0.2803566170356631,16,2,Observed,2,target
6325,1625,3275,400,-0.24236465444392744,16,2,Observed,2,target
6326,1626,3276,424,-0.2247097191774823,16,2,Observed,2,target
6327,1627,3277,448,-0.24843247598941054,16,2,Observed,2,target
6328,1628,3278,472,-0.2905686491855534,16,2,Observed,2,target
6329,1629,3279,496,-0.33208576731210293,16,2,Observed,2,target
6330,1630,3280,520,-0.35441688441321517,16,2,Observed,2,target
6331,1631,3281,544,-0.36771279148569674,16,2,Observed,2,target
6332,1632,3282,568,-0.3908737829513478,16,2,Observed,2,target
6333,1633,3283,592,-0.4167597642252096,16,2,Observed,2,target
6334,1634,3284,616,-0.41121886817185455,16,2,Observed,2,target
6335,1635,3285,640,-0.3841083135503512,16,2,Observed,2,target
6336,1636,3286,664,-0.34163524947014573,16,2,Observed,2,target
6337,1637,3287,688,-0.25948832468358285,16,2,Observed,2,target
6338,1638,3288,712,-0.14387070416472156,16,2,Observed,2,target
6339,1639,3289,736,-0.06605506787590225,16,2,Observed,2,target
6340,1640,3290,760,-0.0978839921985395,16,2,Observed,2,target
6341,1641,3291,784,-0.18958756968376753,16,2,Observed,2,target
6342,1642,3292,808,-0.22204699709814948,16,2,Observed,2,target
6343,1643,3293,832,-0.20792064193021664,16,2,Observed,2,target
6344,1644,3294,856,-0.17224321321356348,16,2,Observed,2,target
6345,1645,3295,880,-0.13403534273239245,16,2,Observed,2,target
6346,1646,3296,904,-0.09589319039394557,16,2,Observed,2,target
6347,1647,3297,928,-0.07032048886685595,16,2,Observed,2,target
6348,1648,3298,952,-0.04342376333832087,16,2,Observed,2,target
6349,1649,3299,976,-0.009702503197397948,16,2,Observed,2,target
6350,1700,3450,-200,-0.05876175421574581,17,2,Observed,2,target
6351,1701,3451,-176,0.003966848163068856,17,2,Observed,2,target
6352,1702,3452,-152,0.012193545499090465,17,2,Observed,2,target
6353,1703,3453,-128,0.00869425428291051,17,2,Observed,2,target
6354,1704,3454,-104,0.00930755195522144,17,2,Observed,2,target
6355,1705,3455,-80,-0.008379296298865913,17,2,Observed,2,target
6356,1706,3456,-56,-0.037205369526001744,17,2,Observed,2,target
6357,1707,3457,-32,-0.06196096834691652,17,2,Observed,2,target
6358,1708,3458,-8,-0.054589013946542364,17,2,Observed,2,target
6359,1709,3459,16,-0.03891725735173591,17,2,Observed,2,target
6360,1710,3460,40,-0.005906701680281526,17,2,Observed,2,target
6361,1711,3461,64,0.04685985442621924,17,2,Observed,2,target
6362,1712,3462,88,0.11531191826039495,17,2,Observed,2,target
6363,1713,3463,112,0.10162464747477384,17,2,Observed,2,target
6364,1714,3464,136,0.0890061142027589,17,2,Observed,2,target
6365,1715,3465,160,0.11017868860630771,17,2,Observed,2,target
6366,1716,3466,184,0.1026614809359131,17,2,Observed,2,target
6367,1717,3467,208,0.03935199571495737,17,2,Observed,2,target
6368,1718,3468,232,-0.013987068145363638,17,2,Observed,2,target
6369,1719,3469,256,-0.02498673603225782,17,2,Observed,2,target
6370,1720,3470,280,-0.03269312246116362,17,2,Observed,2,target
6371,1721,3471,304,-0.04580900259077605,17,2,Observed,2,target
6372,1722,3472,328,-0.06340884960209049,17,2,Observed,2,target
6373,1723,3473,352,-0.08924935231299058,17,2,Observed,2,target
6374,1724,3474,376,-0.07224748172286892,17,2,Observed,2,target
6375,1725,3475,400,-0.030243994987561463,17,2,Observed,2,target
6376,1726,3476,424,0.005237252350520882,17,2,Observed,2,target
6377,1727,3477,448,0.02119279620877869,17,2,Observed,2,target
6378,1728,3478,472,0.07483342388946364,17,2,Observed,2,target
6379,1729,3479,496,0.15262597877439696,17,2,Observed,2,target
6380,1730,3480,520,0.19546859649822426,17,2,Observed,2,target
6381,1731,3481,544,0.22375719661721669,17,2,Observed,2,target
6382,1732,3482,568,0.23605856642314424,17,2,Observed,2,target
6383,1733,3483,592,0.16128594563094123,17,2,Observed,2,target
6384,1734,3484,616,0.08980217201206135,17,2,Observed,2,target
6385,1735,3485,640,0.04094786333451262,17,2,Observed,2,target
6386,1736,3486,664,-0.008438002258236233,17,2,Observed,2,target
6387,1737,3487,688,-0.03876983154679526,17,2,Observed,2,target
6388,1738,3488,712,-0.06188356465985434,17,2,Observed,2,target
6389,1739,3489,736,-0.05451122269361297,17,2,Observed,2,target
6390,1740,3490,760,-0.06662811980793132,17,2,Observed,2,target
6391,1741,3491,784,-0.04498373106515466,17,2,Observed,2,target
6392,1742,3492,808,-0.026138897626466855,17,2,Observed,2,target
6393,1743,3493,832,-0.05527877014420613,17,2,Observed,2,target
6394,1744,3494,856,-0.09325918268924616,17,2,Observed,2,target
6395,1745,3495,880,-0.09076810369740691,17,2,Observed,2,target
6396,1746,3496,904,-0.01648039433493056,17,2,Observed,2,target
6397,1747,3497,928,0.08563594434402651,17,2,Observed,2,target
6398,1748,3498,952,0.09406735601004118,17,2,Observed,2,target
6399,1749,3499,976,0.03509534555064945,17,2,Observed,2,target
6400,1800,3650,-200,-0.002575410841456221,18,2,Observed,2,target
6401,1801,3651,-176,0.02024561477921597,18,2,Observed,2,target
6402,1802,3652,-152,0.02343288323516939,18,2,Observed,2,target
6403,1803,3653,-128,-0.0009241198544461295,18,2,Observed,2,target
6404,1804,3654,-104,-0.04412748667436541,18,2,Observed,2,target
6405,1805,3655,-80,-0.10915598177713465,18,2,Observed,2,target
6406,1806,3656,-56,-0.15845666279935433,18,2,Observed,2,target
6407,1807,3657,-32,-0.18387651759979237,18,2,Observed,2,target
6408,1808,3658,-8,-0.17886961865806475,18,2,Observed,2,target
6409,1809,3659,16,-0.13006542274226318,18,2,Observed,2,target
6410,1810,3660,40,-0.05118243959223667,18,2,Observed,2,target
6411,1811,3661,64,-0.04465754988114976,18,2,Observed,2,target
6412,1812,3662,88,-0.07593841488991354,18,2,Observed,2,target
6413,1813,3663,112,-0.062469733839593734,18,2,Observed,2,target
6414,1814,3664,136,-0.005592174380293376,18,2,Observed,2,target
6415,1815,3665,160,0.01224594725803479,18,2,Observed,2,target
6416,1816,3666,184,-0.0037429942339204866,18,2,Observed,2,target
6417,1817,3667,208,0.04027451804163888,18,2,Observed,2,target
6418,1818,3668,232,0.1373045064968092,18,2,Observed,2,target
6419,1819,3669,256,0.18737296228546696,18,2,Observed,2,target
6420,1820,3670,280,0.19338497355527265,18,2,Observed,2,target
6421,1821,3671,304,0.22444870715400844,18,2,Observed,2,target
6422,1822,3672,328,0.25275681830389257,18,2,Observed,2,target
6423,1823,3673,352,0.21436842898945263,18,2,Observed,2,target
6424,1824,3674,376,0.1286583328008215,18,2,Observed,2,target
6425,1825,3675,400,0.07919404944009863,18,2,Observed,2,target
6426,1826,3676,424,0.0482886774599697,18,2,Observed,2,target
6427,1827,3677,448,0.03118129853915545,18,2,Observed,2,target
6428,1828,3678,472,0.0056250958605819565,18,2,Observed,2,target
6429,1829,3679,496,-0.05546574937980938,18,2,Observed,2,target
6430,1830,3680,520,-0.1685946565694436,18,2,Observed,2,target
6431,1831,3681,544,-0.24380391019623845,18,2,Observed,2,target
6432,1832,3682,568,-0.2954129759421808,18,2,Observed,2,target
6433,1833,3683,592,-0.33076995049984925,18,2,Observed,2,target
6434,1834,3684,616,-0.31279721078905304,18,2,Observed,2,target
6435,1835,3685,640,-0.21725364808644146,18,2,Observed,2,target
6436,1836,3686,664,-0.11936956779705027,18,2,Observed,2,target
6437,1837,3687,688,-0.002884752990120661,18,2,Observed,2,target
6438,1838,3688,712,0.13494914968537,18,2,Observed,2,target
6439,1839,3689,736,0.2120504117804057,18,2,Observed,2,target
6440,1840,3690,760,0.1858951484870994,18,2,Observed,2,target
6441,1841,3691,784,0.10015469033360254,18,2,Observed,2,target
6442,1842,3692,808,-0.0039018212825418833,18,2,Observed,2,target
6443,1843,3693,832,-0.0821103750556788,18,2,Observed,2,target
6444,1844,3694,856,-0.09183425902547664,18,2,Observed,2,target
6445,1845,3695,880,-0.05580627050122893,18,2,Observed,2,target
6446,1846,3696,904,-0.012414997585524015,18,2,Observed,2,target
6447,1847,3697,928,0.030206758657015234,18,2,Observed,2,target
6448,1848,3698,952,0.06298080218955912,18,2,Observed,2,target
6449,1849,3699,976,0.0821838894869192,18,2,Observed,2,target
6450,1900,3850,-200,-0.13120038815632715,19,2,Observed,2,target
6451,1901,3851,-176,0.1066420781233704,19,2,Observed,2,target
6452,1902,3852,-152,0.2163439289417696,19,2,Observed,2,target
6453,1903,3853,-128,0.14430966195733377,19,2,Observed,2,target
6454,1904,3854,-104,-0.008565411499817087,19,2,Observed,2,target
6455,1905,3855,-80,-0.0911578043138052,19,2,Observed,2,target
6456,1906,3856,-56,-0.1282713227604372,19,2,Observed,2,target
6457,1907,3857,-32,-0.11509276741996483,19,2,Observed,2,target
6458,1908,3858,-8,-0.027230460493697452,19,2,Observed,2,target
6459,1909,3859,16,0.1060814378000728,19,2,Observed,2,target
6460,1910,3860,40,0.16452828811967604,19,2,Observed,2,target
6461,1911,3861,64,0.1382450003260646,19,2,Observed,2,target
6462,1912,3862,88,0.10017277964107811,19,2,Observed,2,target
6463,1913,3863,112,0.09049555415791932,19,2,Observed,2,target
6464,1914,3864,136,0.08157964966593821,19,2,Observed,2,target
6465,1915,3865,160,0.027761034249221505,19,2,Observed,2,target
6466,1916,3866,184,-0.03342638503518163,19,2,Observed,2,target
6467,1917,3867,208,-0.039788192175948006,19,2,Observed,2,target
6468,1918,3868,232,-0.016142617043748392,19,2,Observed,2,target
6469,1919,3869,256,-0.031066290496048494,19,2,Observed,2,target
6470,1920,3870,280,-0.10652864234878338,19,2,Observed,2,target
6471,1921,3871,304,-0.18134936250287673,19,2,Observed,2,target
6472,1922,3872,328,-0.19678998199261674,19,2,Observed,2,target
6473,1923,3873,352,-0.12178056015751809,19,2,Observed,2,target
6474,1924,3874,376,-0.03432366663949569,19,2,Observed,2,target
6475,1925,3875,400,-0.05997337157409447,19,2,Observed,2,target
6476,1926,3876,424,-0.0945300814725935,19,2,Observed,2,target
6477,1927,3877,448,-0.08324794799619116,19,2,Observed,2,target
6478,1928,3878,472,-0.03813494064449907,19,2,Observed,2,target
6479,1929,3879,496,-0.0051565103792258855,19,2,Observed,2,target
6480,1930,3880,520,0.006758415444947226,19,2,Observed,2,target
6481,1931,3881,544,0.03589722278899079,19,2,Observed,2,target
6482,1932,3882,568,0.08694326058380947,19,2,Observed,2,target
6483,1933,3883,592,0.08875906377277258,19,2,Observed,2,target
6484,1934,3884,616,0.07396852506083675,19,2,Observed,2,target
6485,1935,3885,640,0.07561045351591468,19,2,Observed,2,target
6486,1936,3886,664,0.06721463515672439,19,2,Observed,2,target
6487,1937,3887,688,0.041992274388155316,19,2,Observed,2,target
6488,1938,3888,712,0.023385033140248156,19,2,Observed,2,target
6489,1939,3889,736,0.056325713191062256,19,2,Observed,2,target
6490,1940,3890,760,0.1158569094992143,19,2,Observed,2,target
6491,1941,3891,784,0.13795946223748057,19,2,Observed,2,target
6492,1942,3892,808,0.16870625733683056,19,2,Observed,2,target
6493,1943,3893,832,0.19107046678239104,19,2,Observed,2,target
6494,1944,3894,856,0.16717127926174094,19,2,Observed,2,target
6495,1945,3895,880,0.14272829449895696,19,2,Observed,2,target
6496,1946,3896,904,0.11159603563267693,19,2,Observed,2,target
6497,1947,3897,928,0.06685597440144894,19,2,Observed,2,target
6498,1948,3898,952,0.014833343772035925,19,2,Observed,2,target
6499,1949,3899,976,-0.03970669900588381,19,2,Observed,2,target
6500,2000,4050,-200,0.14486903442421628,20,2,Observed,2,target
6501,2001,4051,-176,0.12640997727362444,20,2,Observed,2,target
6502,2002,4052,-152,0.13478128957382163,20,2,Observed,2,target
6503,2003,4053,-128,0.1384350839148141,20,2,Observed,2,target
6504,2004,4054,-104,0.11218515311346722,20,2,Observed,2,target
6505,2005,4055,-80,0.11270528584914108,20,2,Observed,2,target
6506,2006,4056,-56,0.10358872694233111,20,2,Observed,2,target
6507,2007,4057,-32,0.11672245301850843,20,2,Observed,2,target
6508,2008,4058,-8,0.11048868645103439,20,2,Observed,2,target
6509,2009,4059,16,0.07282097275041634,20,2,Observed,2,target
6510,2010,4060,40,0.04592365929766093,20,2,Observed,2,target
6511,2011,4061,64,0.06664372870371847,20,2,Observed,2,target
6512,2012,4062,88,0.10675445685677644,20,2,Observed,2,target
6513,2013,4063,112,0.13996155710050828,20,2,Observed,2,target
6514,2014,4064,136,0.1017820774458521,20,2,Observed,2,target
6515,2015,4065,160,-0.005100948352491404,20,2,Observed,2,target
6516,2016,4066,184,-0.05517887591595605,20,2,Observed,2,target
6517,2017,4067,208,-0.08861860411915375,20,2,Observed,2,target
6518,2018,4068,232,-0.10190090497416616,20,2,Observed,2,target
6519,2019,4069,256,-0.05760421239267383,20,2,Observed,2,target
6520,2020,4070,280,-0.0016521062852239247,20,2,Observed,2,target
6521,2021,4071,304,0.0035344899969167198,20,2,Observed,2,target
6522,2022,4072,328,-0.018725158278073015,20,2,Observed,2,target
6523,2023,4073,352,-0.05236835551347219,20,2,Observed,2,target
6524,2024,4074,376,-0.08104005146485364,20,2,Observed,2,target
6525,2025,4075,400,-0.0733793681806836,20,2,Observed,2,target
6526,2026,4076,424,-0.04854328492896822,20,2,Observed,2,target
6527,2027,4077,448,-0.06645352260443034,20,2,Observed,2,target
6528,2028,4078,472,-0.12463003060329107,20,2,Observed,2,target
6529,2029,4079,496,-0.2122410534256435,20,2,Observed,2,target
6530,2030,4080,520,-0.2846628162316655,20,2,Observed,2,target
6531,2031,4081,544,-0.27232538491178043,20,2,Observed,2,target
6532,2032,4082,568,-0.2055598837429168,20,2,Observed,2,target
6533,2033,4083,592,-0.1406949986014421,20,2,Observed,2,target
6534,2034,4084,616,-0.08876276448193103,20,2,Observed,2,target
6535,2035,4085,640,-0.024773885869714237,20,2,Observed,2,target
6536,2036,4086,664,0.02549781926035501,20,2,Observed,2,target
6537,2037,4087,688,0.025793631831600425,20,2,Observed,2,target
6538,2038,4088,712,-0.031100431110488148,20,2,Observed,2,target
6539,2039,4089,736,-0.08255601508017006,20,2,Observed,2,target
6540,2040,4090,760,-0.0931714203354358,20,2,Observed,2,target
6541,2041,4091,784,-0.06506882606525795,20,2,Observed,2,target
6542,2042,4092,808,-0.012881608295821979,20,2,Observed,2,target
6543,2043,4093,832,0.06930690834338257,20,2,Observed,2,target
6544,2044,4094,856,0.11318103671067159,20,2,Observed,2,target
6545,2045,4095,880,0.06423451375144974,20,2,Observed,2,target
6546,2046,4096,904,0.01649709576766059,20,2,Observed,2,target
6547,2047,4097,928,-0.004005377634632406,20,2,Observed,2,target
6548,2048,4098,952,-0.005073565373615133,20,2,Observed,2,target
6549,2049,4099,976,0.002556461417938128,20,2,Observed,2,target
6550,2100,4250,-200,-0.014260300561174277,21,2,Observed,2,target
6551,2101,4251,-176,0.05280335799060775,21,2,Observed,2,target
6552,2102,4252,-152,0.12615012825635885,21,2,Observed,2,target
6553,2103,4253,-128,0.18949955829472653,21,2,Observed,2,target
6554,2104,4254,-104,0.25107292657389096,21,2,Observed,2,target
6555,2105,4255,-80,0.24588942189494833,21,2,Observed,2,target
6556,2106,4256,-56,0.11401194683839759,21,2,Observed,2,target
6557,2107,4257,-32,-0.0038385911732991876,21,2,Observed,2,target
6558,2108,4258,-8,-0.06645692917659357,21,2,Observed,2,target
6559,2109,4259,16,-0.08069738898252518,21,2,Observed,2,target
6560,2110,4260,40,-0.01262663235027344,21,2,Observed,2,target
6561,2111,4261,64,0.07877683225397152,21,2,Observed,2,target
6562,2112,4262,88,0.08340521257758253,21,2,Observed,2,target
6563,2113,4263,112,-0.004610983729889988,21,2,Observed,2,target
6564,2114,4264,136,-0.09304292465515947,21,2,Observed,2,target
6565,2115,4265,160,-0.12561336710671345,21,2,Observed,2,target
6566,2116,4266,184,-0.1177318116246752,21,2,Observed,2,target
6567,2117,4267,208,-0.1191196720781873,21,2,Observed,2,target
6568,2118,4268,232,-0.03461766554354288,21,2,Observed,2,target
6569,2119,4269,256,0.08351180024689393,21,2,Observed,2,target
6570,2120,4270,280,0.08222930846029941,21,2,Observed,2,target
6571,2121,4271,304,-0.007550544291581206,21,2,Observed,2,target
6572,2122,4272,328,-0.055799212502252456,21,2,Observed,2,target
6573,2123,4273,352,-0.025181106731369075,21,2,Observed,2,target
6574,2124,4274,376,0.08924325899899126,21,2,Observed,2,target
6575,2125,4275,400,0.1477433839234756,21,2,Observed,2,target
6576,2126,4276,424,0.2109136418944977,21,2,Observed,2,target
6577,2127,4277,448,0.33675287482476896,21,2,Observed,2,target
6578,2128,4278,472,0.2366171560912748,21,2,Observed,2,target
6579,2129,4279,496,-0.03422634441998381,21,2,Observed,2,target
6580,2130,4280,520,-0.21578512311597167,21,2,Observed,2,target
6581,2131,4281,544,-0.23166024913326688,21,2,Observed,2,target
6582,2132,4282,568,-0.13929663810350465,21,2,Observed,2,target
6583,2133,4283,592,-0.07464351952607333,21,2,Observed,2,target
6584,2134,4284,616,-0.03018311498675783,21,2,Observed,2,target
6585,2135,4285,640,0.012495345201981685,21,2,Observed,2,target
6586,2136,4286,664,0.08550263244048044,21,2,Observed,2,target
6587,2137,4287,688,0.1216211469331507,21,2,Observed,2,target
6588,2138,4288,712,0.037231197378082656,21,2,Observed,2,target
6589,2139,4289,736,-0.030286281038498303,21,2,Observed,2,target
6590,2140,4290,760,-0.05859652393092173,21,2,Observed,2,target
6591,2141,4291,784,-0.10926869783862703,21,2,Observed,2,target
6592,2142,4292,808,-0.17226996483423287,21,2,Observed,2,target
6593,2143,4293,832,-0.22376718962196007,21,2,Observed,2,target
6594,2144,4294,856,-0.2511397530588331,21,2,Observed,2,target
6595,2145,4295,880,-0.26272055201537986,21,2,Observed,2,target
6596,2146,4296,904,-0.2837510143326649,21,2,Observed,2,target
6597,2147,4297,928,-0.3139363534826487,21,2,Observed,2,target
6598,2148,4298,952,-0.344009940469693,21,2,Observed,2,target
6599,2149,4299,976,-0.37257258241475544,21,2,Observed,2,target
6600,0,50,-200,-0.11514385373818459,0,2,Observed,2,target
6601,1,51,-176,-0.1559553988287324,0,2,Observed,2,target
6602,2,52,-152,-0.1943701297480823,0,2,Observed,2,target
6603,3,53,-128,-0.18118927853214087,0,2,Observed,2,target
6604,4,54,-104,-0.10670206218789983,0,2,Observed,2,target
6605,5,55,-80,-0.014482301000717332,0,2,Observed,2,target
6606,6,56,-56,0.06071074430141673,0,2,Observed,2,target
6607,7,57,-32,0.18306209622427136,0,2,Observed,2,target
6608,8,58,-8,0.3699142251645811,0,2,Observed,2,target
6609,9,59,16,0.4725897367005003,0,2,Observed,2,target
6610,10,60,40,0.27675192139807453,0,2,Observed,2,target
6611,11,61,64,0.04610217645292178,0,2,Observed,2,target
6612,12,62,88,-0.0714351253509401,0,2,Observed,2,target
6613,13,63,112,-0.1163013181685274,0,2,Observed,2,target
6614,14,64,136,-0.10655923419907247,0,2,Observed,2,target
6615,15,65,160,-0.04730885179815625,0,2,Observed,2,target
6616,16,66,184,0.009027215479984614,0,2,Observed,2,target
6617,17,67,208,-0.011211990176498932,0,2,Observed,2,target
6618,18,68,232,-0.12590229595015695,0,2,Observed,2,target
6619,19,69,256,-0.18750721122091374,0,2,Observed,2,target
6620,20,70,280,-0.1646080454189689,0,2,Observed,2,target
6621,21,71,304,-0.1871968403109369,0,2,Observed,2,target
6622,22,72,328,-0.2445427414484628,0,2,Observed,2,target
6623,23,73,352,-0.26953889276563614,0,2,Observed,2,target
6624,24,74,376,-0.24036134830239556,0,2,Observed,2,target
6625,25,75,400,-0.184721075918817,0,2,Observed,2,target
6626,26,76,424,-0.21368708469397935,0,2,Observed,2,target
6627,27,77,448,-0.2500277801382926,0,2,Observed,2,target
6628,28,78,472,-0.2515702830985268,0,2,Observed,2,target
6629,29,79,496,-0.21589707842185826,0,2,Observed,2,target
6630,30,80,520,-0.2050434578572101,0,2,Observed,2,target
6631,31,81,544,-0.22750401187025968,0,2,Observed,2,target
6632,32,82,568,-0.23814619620804003,0,2,Observed,2,target
6633,33,83,592,-0.21063780692236142,0,2,Observed,2,target
6634,34,84,616,-0.1545498229045457,0,2,Observed,2,target
6635,35,85,640,-0.1486906052428849,0,2,Observed,2,target
6636,36,86,664,-0.1557354192016661,0,2,Observed,2,target
6637,37,87,688,-0.1573155419029132,0,2,Observed,2,target
6638,38,88,712,-0.14271577486080148,0,2,Observed,2,target
6639,39,89,736,-0.11903887842348643,0,2,Observed,2,target
6640,40,90,760,-0.10711444577970038,0,2,Observed,2,target
6641,41,91,784,-0.15201555352544935,0,2,Observed,2,target
6642,42,92,808,-0.21615625298715355,0,2,Observed,2,target
6643,43,93,832,-0.23183876199023765,0,2,Observed,2,target
6644,44,94,856,-0.21260543521439956,0,2,Observed,2,target
6645,45,95,880,-0.18518954074281954,0,2,Observed,2,target
6646,46,96,904,-0.16201146699427868,0,2,Observed,2,target
6647,47,97,928,-0.12848641901645783,0,2,Observed,2,target
6648,48,98,952,-0.08526345826246053,0,2,Observed,2,target
6649,49,99,976,-0.046933150448154826,0,2,Observed,2,target
6650,100,250,-200,-0.09305353992718109,1,2,Observed,2,target
6651,101,251,-176,-0.06350739730286392,1,2,Observed,2,target
6652,102,252,-152,-0.0851531008646309,1,2,Observed,2,target
6653,103,253,-128,-0.053510058658331694,1,2,Observed,2,target
6654,104,254,-104,-0.0003312430203548632,1,2,Observed,2,target
6655,105,255,-80,-0.004094062137349729,1,2,Observed,2,target
6656,106,256,-56,-0.03526423131792759,1,2,Observed,2,target
6657,107,257,-32,-0.061456595240764356,1,2,Observed,2,target
6658,108,258,-8,-0.0819537383573022,1,2,Observed,2,target
6659,109,259,16,-0.08449923535905346,1,2,Observed,2,target
6660,110,260,40,-0.06682659371320172,1,2,Observed,2,target
6661,111,261,64,0.014474962341513005,1,2,Observed,2,target
6662,112,262,88,0.05919861176363844,1,2,Observed,2,target
6663,113,263,112,0.015980976921709602,1,2,Observed,2,target
6664,114,264,136,-0.05749353764596125,1,2,Observed,2,target
6665,115,265,160,-0.09718454108086068,1,2,Observed,2,target
6666,116,266,184,-0.10969094202973466,1,2,Observed,2,target
6667,117,267,208,-0.12127949377084712,1,2,Observed,2,target
6668,118,268,232,-0.12395243244591425,1,2,Observed,2,target
6669,119,269,256,-0.1060194901917242,1,2,Observed,2,target
6670,120,270,280,-0.09674086962862989,1,2,Observed,2,target
6671,121,271,304,-0.11335925845806627,1,2,Observed,2,target
6672,122,272,328,-0.11537719099259484,1,2,Observed,2,target
6673,123,273,352,-0.09042541888126253,1,2,Observed,2,target
6674,124,274,376,-0.04361467655312934,1,2,Observed,2,target
6675,125,275,400,-0.005024078664744354,1,2,Observed,2,target
6676,126,276,424,-0.037551681491609194,1,2,Observed,2,target
6677,127,277,448,-0.13243784334261782,1,2,Observed,2,target
6678,128,278,472,-0.23242203539997627,1,2,Observed,2,target
6679,129,279,496,-0.29756827723317747,1,2,Observed,2,target
6680,130,280,520,-0.28903718164570275,1,2,Observed,2,target
6681,131,281,544,-0.23589359561080966,1,2,Observed,2,target
6682,132,282,568,-0.2044320697267321,1,2,Observed,2,target
6683,133,283,592,-0.20508494558822363,1,2,Observed,2,target
6684,134,284,616,-0.20227228144033982,1,2,Observed,2,target
6685,135,285,640,-0.18483278613501078,1,2,Observed,2,target
6686,136,286,664,-0.13854731804759862,1,2,Observed,2,target
6687,137,287,688,-0.009854961492774768,1,2,Observed,2,target
6688,138,288,712,0.14184067260892627,1,2,Observed,2,target
6689,139,289,736,0.14179129324784487,1,2,Observed,2,target
6690,140,290,760,0.05217522153677471,1,2,Observed,2,target
6691,141,291,784,-0.032821433869226084,1,2,Observed,2,target
6692,142,292,808,-0.0568310097881957,1,2,Observed,2,target
6693,143,293,832,-0.05956604317495639,1,2,Observed,2,target
6694,144,294,856,-0.10422362817929588,1,2,Observed,2,target
6695,145,295,880,-0.13806034921991217,1,2,Observed,2,target
6696,146,296,904,-0.12278832607622575,1,2,Observed,2,target
6697,147,297,928,-0.09699307033066235,1,2,Observed,2,target
6698,148,298,952,-0.07456678143856417,1,2,Observed,2,target
