,level_0,index,time,Slope,PID,condition,method,Target,ss,label,label_all,Time Period,Time
5531,1431,2831,544,0.1843720066057828,14,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5532,1432,2832,568,0.19802885378156498,14,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5533,1433,2833,592,0.1423376113325128,14,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5534,1434,2834,616,0.10783982392383913,14,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5535,1435,2835,640,0.1430299884570707,14,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5536,1436,2836,664,0.18581617054422525,14,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5537,1437,2837,688,0.20891246060818167,14,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5538,1438,2838,712,0.2085988256880302,14,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5539,1439,2839,736,0.2122347743837494,14,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5540,1440,2840,760,0.214521020408578,14,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5541,1441,2841,784,0.1873789993290013,14,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5542,1442,2842,808,0.14180798582542187,14,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5543,1443,2843,832,0.10926680786960878,14,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5544,1444,2844,856,0.09399262348725769,14,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5545,1445,2845,880,0.08505841130312668,14,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5546,1446,2846,904,0.06284116127267304,14,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5547,1447,2847,928,0.022505715984390568,14,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5548,1448,2848,952,-0.02756851622681006,14,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5549,1449,2849,976,-0.07186421045139615,14,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5550,1500,3000,-200,0.12100328879345969,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5551,1501,3001,-176,0.14390316085052005,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5552,1502,3002,-152,0.12914595878497734,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5553,1503,3003,-128,0.08235812002004772,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5554,1504,3004,-104,0.0023594751319946324,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5555,1505,3005,-80,-0.019703301469414587,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5556,1506,3006,-56,0.00800452398197511,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5557,1507,3007,-32,0.011734932580894772,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5558,1508,3008,-8,0.008617572850219711,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5559,1509,3009,16,0.003589924219350518,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Stim,Stim
5560,1510,3010,40,-0.02847635632738772,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Stim,Stim
5561,1511,3011,64,-0.08815466430221963,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Stim,Stim
5562,1512,3012,88,-0.15378533246751125,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Stim,Stim
5563,1513,3013,112,-0.17814521252250937,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Stim,Stim
5564,1514,3014,136,-0.17562177974420531,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Stim,Stim
5565,1515,3015,160,-0.11030196857525175,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Stim,Stim
5566,1516,3016,184,-0.022661463775495397,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Stim,Stim
5567,1517,3017,208,0.051837263534813556,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5568,1518,3018,232,0.09436810359145946,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5569,1519,3019,256,0.07667240851314318,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5570,1520,3020,280,0.031943026562284975,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5571,1521,3021,304,0.018101731774707173,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5572,1522,3022,328,0.059395907526070324,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5573,1523,3023,352,0.09511165154290364,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5574,1524,3024,376,0.08293379255358878,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5575,1525,3025,400,0.027646130839302896,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5576,1526,3026,424,-0.07135896918998115,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5577,1527,3027,448,-0.1312387763148005,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5578,1528,3028,472,-0.128544315516864,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5579,1529,3029,496,-0.09078356422130923,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5580,1530,3030,520,-0.025620261056619496,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5581,1531,3031,544,0.05084407691757912,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5582,1532,3032,568,0.1099985343186591,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5583,1533,3033,592,0.14026561231532317,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5584,1534,3034,616,0.14602984005523192,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5585,1535,3035,640,0.13421114529351774,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5586,1536,3036,664,0.10192700322728072,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5587,1537,3037,688,0.06312724863269181,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5588,1538,3038,712,0.033568631261172995,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5589,1539,3039,736,0.028071913990648952,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5590,1540,3040,760,0.03993431127374427,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5591,1541,3041,784,0.08182801890322028,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5592,1542,3042,808,0.16555050015419678,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5593,1543,3043,832,0.19420996477622388,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5594,1544,3044,856,0.1339994737607367,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5595,1545,3045,880,0.0549215869740573,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5596,1546,3046,904,0.0051212593288711425,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5597,1547,3047,928,-0.020897905394136773,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5598,1548,3048,952,-0.02995190104784591,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5599,1549,3049,976,-0.028981650165712858,15,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5600,1600,3200,-200,-0.16104760277033756,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5601,1601,3201,-176,-0.09913687137167798,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5602,1602,3202,-152,0.014289987454210692,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5603,1603,3203,-128,0.0792539735431204,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5604,1604,3204,-104,0.09297147783067981,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5605,1605,3205,-80,0.12549895145670348,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5606,1606,3206,-56,0.16682357860244953,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5607,1607,3207,-32,0.13464198738994246,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5608,1608,3208,-8,0.05083200221224584,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5609,1609,3209,16,0.019751641983876935,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Stim,Stim
5610,1610,3210,40,0.02851226395155707,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Stim,Stim
5611,1611,3211,64,0.047002523922432565,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Stim,Stim
5612,1612,3212,88,0.06013005883357311,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Stim,Stim
5613,1613,3213,112,0.08686485514732373,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Stim,Stim
5614,1614,3214,136,0.1038101276024627,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Stim,Stim
5615,1615,3215,160,0.11029441554252432,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Stim,Stim
5616,1616,3216,184,0.1351423665668827,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Stim,Stim
5617,1617,3217,208,0.16450784450751543,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5618,1618,3218,232,0.1534818802159635,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5619,1619,3219,256,0.09522693181101298,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5620,1620,3220,280,0.011856297450137512,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5621,1621,3221,304,-0.04916838899486137,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5622,1622,3222,328,-0.10768270938364484,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5623,1623,3223,352,-0.04817143113059177,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5624,1624,3224,376,0.041279768295730025,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5625,1625,3225,400,0.07856687753093895,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5626,1626,3226,424,0.024868455679705248,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5627,1627,3227,448,-0.03987125023088976,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5628,1628,3228,472,-0.05932243017491103,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5629,1629,3229,496,-0.014172797579056798,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5630,1630,3230,520,0.022639189600070195,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5631,1631,3231,544,0.01499246623375478,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5632,1632,3232,568,-0.010785764783580351,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5633,1633,3233,592,0.00013027904187769163,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5634,1634,3234,616,0.012552882801588275,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5635,1635,3235,640,-0.019872521502684218,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5636,1636,3236,664,-0.09221090158125338,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5637,1637,3237,688,-0.09700237711954655,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5638,1638,3238,712,-0.03490973657472898,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5639,1639,3239,736,0.01716893152585625,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5640,1640,3240,760,0.07351041061655926,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5641,1641,3241,784,0.14164654713083777,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5642,1642,3242,808,0.1498213655808395,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5643,1643,3243,832,0.13583352656156145,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5644,1644,3244,856,0.1371260359178469,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5645,1645,3245,880,0.13964413088812963,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5646,1646,3246,904,0.14136430184761642,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5647,1647,3247,928,0.1253930526482111,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5648,1648,3248,952,0.09141360312586377,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5649,1649,3249,976,0.05850274849320456,16,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5650,1700,3400,-200,-0.06996077573322151,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5651,1701,3401,-176,-0.09593620617122624,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5652,1702,3402,-152,-0.13528508211205956,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5653,1703,3403,-128,-0.1404897287075997,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5654,1704,3404,-104,-0.11809125540394945,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5655,1705,3405,-80,-0.08201380654662395,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5656,1706,3406,-56,-0.037799196925939804,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5657,1707,3407,-32,0.010539443931924094,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5658,1708,3408,-8,-0.004403164087083448,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5659,1709,3409,16,-0.04965549918773112,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Stim,Stim
5660,1710,3410,40,-0.04056697838164407,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Stim,Stim
5661,1711,3411,64,-0.026332856883581904,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Stim,Stim
5662,1712,3412,88,0.039974019913975804,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Stim,Stim
5663,1713,3413,112,0.09466408734427172,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Stim,Stim
5664,1714,3414,136,0.07167401608254231,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Stim,Stim
5665,1715,3415,160,0.04911898353438654,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Stim,Stim
5666,1716,3416,184,0.16184785300049073,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Stim,Stim
5667,1717,3417,208,0.2271962826899481,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5668,1718,3418,232,0.23664080860897052,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5669,1719,3419,256,0.252147819139087,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5670,1720,3420,280,0.2478133302117904,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5671,1721,3421,304,0.2127743371731465,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5672,1722,3422,328,0.22276816910698674,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5673,1723,3423,352,0.32324628151220464,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5674,1724,3424,376,0.37486940761353577,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5675,1725,3425,400,0.36036371007315093,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5676,1726,3426,424,0.3348640304803767,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5677,1727,3427,448,0.33498308140684113,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5678,1728,3428,472,0.3470380395733239,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5679,1729,3429,496,0.36814530105945537,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5680,1730,3430,520,0.4052673515161384,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5681,1731,3431,544,0.41900612975326773,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5682,1732,3432,568,0.39792772250818986,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5683,1733,3433,592,0.3556011414568256,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5684,1734,3434,616,0.3381745668748887,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5685,1735,3435,640,0.3533836266188384,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5686,1736,3436,664,0.37069161251095856,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5687,1737,3437,688,0.3641382991122051,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5688,1738,3438,712,0.3445682908688134,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5689,1739,3439,736,0.31945632611793984,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5690,1740,3440,760,0.2809921230631433,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5691,1741,3441,784,0.25405539565148283,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5692,1742,3442,808,0.2440169641703395,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5693,1743,3443,832,0.22006048225746877,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5694,1744,3444,856,0.14580972579554818,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5695,1745,3445,880,0.028467077467407953,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5696,1746,3446,904,0.005669134033165798,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5697,1747,3447,928,-0.0042873302252403765,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5698,1748,3448,952,-0.06621163702768572,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5699,1749,3449,976,-0.14486804577044696,17,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5700,1800,3600,-200,0.24992582144582975,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5701,1801,3601,-176,0.2628892535656202,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5702,1802,3602,-152,0.24519299611978465,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5703,1803,3603,-128,0.17112833838989974,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5704,1804,3604,-104,0.03615655244842417,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5705,1805,3605,-80,-0.04718111177282042,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5706,1806,3606,-56,-0.015832595950816708,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5707,1807,3607,-32,0.002187657343376776,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5708,1808,3608,-8,0.024362610438329196,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5709,1809,3609,16,0.06340397059881282,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Stim,Stim
5710,1810,3610,40,0.07207032538919239,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Stim,Stim
5711,1811,3611,64,0.08386870936234674,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Stim,Stim
5712,1812,3612,88,0.08872272181219835,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Stim,Stim
5713,1813,3613,112,0.08201205055469098,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Stim,Stim
5714,1814,3614,136,0.07823238994767759,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Stim,Stim
5715,1815,3615,160,0.07863451344971294,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Stim,Stim
5716,1816,3616,184,0.12840524570443648,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Stim,Stim
5717,1817,3617,208,0.19555692275768055,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5718,1818,3618,232,0.23962062632440748,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5719,1819,3619,256,0.2552020475840247,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5720,1820,3620,280,0.2511300677290061,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5721,1821,3621,304,0.2472516666008633,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5722,1822,3622,328,0.2584034972735736,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5723,1823,3623,352,0.240651262176412,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5724,1824,3624,376,0.22248942756708534,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5725,1825,3625,400,0.24362268278849608,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5726,1826,3626,424,0.24930672707812884,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5727,1827,3627,448,0.25418596587168035,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5728,1828,3628,472,0.23420833383198536,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5729,1829,3629,496,0.1998547699562966,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5730,1830,3630,520,0.17983221738387853,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5731,1831,3631,544,0.181237469560571,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5732,1832,3632,568,0.19995828993450174,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5733,1833,3633,592,0.21721074271250887,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,First half,First half
5734,1834,3634,616,0.232347624414593,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5735,1835,3635,640,0.2343217051917471,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5736,1836,3636,664,0.22108382965185994,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5737,1837,3637,688,0.1872825272955766,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5738,1838,3638,712,0.16591610540916846,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5739,1839,3639,736,0.1506775863132133,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5740,1840,3640,760,0.1373640691637866,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5741,1841,3641,784,0.12742951918601775,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5742,1842,3642,808,0.12300464328409581,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5743,1843,3643,832,0.1230290500319572,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5744,1844,3644,856,0.11954014120727181,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5745,1845,3645,880,0.13012587444873794,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5746,1846,3646,904,0.16363445751492423,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5747,1847,3647,928,0.19568459967818705,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5748,1848,3648,952,0.21762604814766331,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5749,1849,3649,976,0.22765890363564623,18,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Second half,Second half
5750,1900,3800,-200,0.026485092689779,19,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5751,1901,3801,-176,0.047751106756773916,19,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5752,1902,3802,-152,0.06046447404640818,19,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5753,1903,3803,-128,0.053430333140920466,19,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5754,1904,3804,-104,0.016598656136583807,19,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5755,1905,3805,-80,-0.05724165753529961,19,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5756,1906,3806,-56,-0.08549070319999719,19,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5757,1907,3807,-32,-0.021397258779001182,19,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5758,1908,3808,-8,0.04019916509835202,19,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Pre,Pre
5759,1909,3809,16,0.061448031957890725,19,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Stim,Stim
5760,1910,3810,40,0.05803006819260446,19,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Stim,Stim
5761,1911,3811,64,0.06843698701652615,19,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Stim,Stim
5762,1912,3812,88,0.11088605094903009,19,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Stim,Stim
5763,1913,3813,112,0.1701163351342048,19,ss1_sim,Observed,target,1,ss1_target,target_ss1_sim,Stim,Stim
